CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,ChurnStatus,TenureGroup,RiskScore
53312,0,10.0,Mobile Phone,Tier 3,7.0,Debit Card,Male,3.0,4,Laptop & Accessory,2,Divorced,3,Complained,15.0,3.0,5.0,12.0,187.01,Active,Mid (6-12 months),3
53313,0,6.0,Mobile Phone,Tier 3,20.0,Debit Card,Male,4.0,4,Laptop & Accessory,2,Married,4,No Complaint,12.0,1.0,2.0,4.0,169.03,Active,New (0-6 months),1
53314,0,4.0,Computer,Tier 1,12.0,Debit Card,Male,4.0,5,Mobile Phone,2,Married,11,No Complaint,13.0,1.0,2.0,4.0,162.61,Active,New (0-6 months),1
53315,0,27.0,Mobile Phone,Tier 3,14.0,E wallet,Female,4.0,5,Fashion,2,Divorced,9,Complained,19.0,1.0,2.0,5.0,234.34,Active,Loyal (12+ months),3
53316,0,19.0,Mobile Phone,Tier 3,16.0,E wallet,Male,4.0,4,Fashion,5,Married,6,Complained,13.0,2.0,2.0,3.0,232.61,Active,Loyal (12+ months),2
53317,0,6.0,Mobile Phone,Tier 1,15.0,Credit Card,Female,4.0,2,Laptop & Accessory,3,Divorced,7,No Complaint,13.0,2.0,2.0,4.0,176.75,Active,New (0-6 months),0
53318,0,26.0,Computer,Tier 1,32.0,Credit Card,Female,3.0,5,Grocery,2,Divorced,5,No Complaint,23.0,1.0,2.0,1.0,263.26,Active,Loyal (12+ months),1
53319,0,11.0,Mobile Phone,Tier 3,23.0,E wallet,Male,4.0,5,Laptop & Accessory,3,Married,6,No Complaint,20.0,2.0,2.0,1.0,188.34,Active,Mid (6-12 months),0
53320,0,2.0,Mobile Phone,Tier 2,15.0,Credit Card,Male,4.0,5,Mobile Phone,2,Married,3,No Complaint,14.0,1.0,2.0,5.0,174.36,Active,New (0-6 months),1
53321,0,1.0,Mobile Phone,Tier 1,7.0,Debit Card,Male,3.0,5,Laptop & Accessory,2,Divorced,8,No Complaint,23.0,3.0,3.0,3.0,172.75,Active,New (0-6 months),1
53322,0,18.0,Mobile Phone,Tier 1,15.0,Debit Card,Male,4.0,2,Mobile Phone,2,Divorced,4,Complained,25.0,2.0,2.0,3.0,153.18,Active,Loyal (12+ months),3
53323,0,16.0,Computer,Tier 1,9.0,Credit Card,Male,3.0,4,Mobile Phone,2,Single,7,Complained,15.0,1.0,3.0,3.0,150.15,Active,Loyal (12+ months),3
53324,0,10.0,Phone,Tier 2,15.0,Debit Card,Male,4.0,5,Mobile Phone,5,Divorced,2,No Complaint,22.0,2.0,2.0,4.0,148.42,Active,Mid (6-12 months),0
53325,0,1.0,Mobile Phone,Tier 3,10.0,UPI,Male,4.0,4,Laptop & Accessory,5,Divorced,3,Complained,19.0,2.0,2.0,4.0,166.94,Active,New (0-6 months),2
53326,0,9.0,Mobile Phone,Tier 1,16.0,Debit Card,Female,4.0,5,Fashion,3,Divorced,3,Complained,21.0,3.0,2.0,16.0,231.85,Active,Mid (6-12 months),2
53327,1,1.0,Computer,Tier 1,32.0,Debit Card,Female,4.0,4,Mobile Phone,4,Married,3,Complained,20.0,1.0,8.0,9.0,145.22,Churned,New (0-6 months),2
53328,0,6.0,Computer,Tier 1,7.0,Debit Card,Male,4.0,4,Mobile Phone,2,Married,2,No Complaint,13.0,1.0,2.0,3.0,148.14,Active,New (0-6 months),1
53329,0,1.0,Mobile Phone,Tier 3,11.0,E wallet,Male,3.0,5,Laptop & Accessory,5,Divorced,3,No Complaint,13.0,2.0,2.0,4.0,167.56,Active,New (0-6 months),0
53330,0,23.0,Mobile Phone,Tier 1,7.0,COD,Female,3.0,4,Mobile Phone,5,Divorced,4,No Complaint,17.0,2.0,2.0,3.0,160.8,Active,Loyal (12+ months),0
53331,0,1.0,Computer,Tier 1,11.0,Debit Card,Male,3.0,5,Mobile Phone,2,Divorced,2,No Complaint,18.0,1.0,4.0,5.0,156.62,Active,New (0-6 months),1
53332,0,6.0,Computer,Tier 3,12.0,Debit Card,Male,3.0,4,Laptop & Accessory,4,Divorced,3,No Complaint,15.0,3.0,6.0,4.0,190.24,Active,New (0-6 months),0
53333,0,12.0,Mobile Phone,Tier 3,16.0,E wallet,Male,4.0,5,Mobile Phone,4,Divorced,2,No Complaint,20.0,1.0,2.0,3.0,153.99,Active,Mid (6-12 months),0
53334,0,16.0,Mobile Phone,Tier 1,10.0,Debit Card,Female,4.0,2,Laptop & Accessory,2,Divorced,4,Complained,14.0,1.0,2.0,4.0,177.31,Active,Loyal (12+ months),3
53335,0,5.0,Phone,Tier 1,18.0,Debit Card,Male,3.0,4,Mobile Phone,2,Divorced,5,Complained,20.0,2.0,2.0,3.0,148.56,Active,New (0-6 months),3
53336,1,1.0,Mobile Phone,Tier 3,7.0,Credit Card,Female,3.0,5,Mobile Phone,3,Married,8,Complained,20.0,1.0,2.0,3.0,153.0,Churned,New (0-6 months),2
53337,0,27.0,Mobile Phone,Tier 3,15.0,E wallet,Male,4.0,4,Grocery,2,Divorced,7,No Complaint,15.0,1.0,2.0,3.0,243.36,Active,Loyal (12+ months),1
53338,0,9.0,Mobile Phone,Tier 1,32.0,Cash on Delivery,Male,4.0,5,Fashion,4,Divorced,5,No Complaint,17.0,4.0,2.0,9.0,234.03,Active,Mid (6-12 months),0
53339,0,11.0,Computer,Tier 3,28.0,Credit Card,Female,3.0,4,Mobile Phone,2,Divorced,7,No Complaint,16.0,2.0,2.0,1.0,154.73,Active,Mid (6-12 months),1
53340,0,27.0,Mobile Phone,Tier 1,30.0,Debit Card,Female,4.0,4,Grocery,2,Single,8,No Complaint,19.0,1.0,4.0,9.0,267.75,Active,Loyal (12+ months),1
53341,0,17.0,Computer,Tier 1,7.0,Debit Card,Female,3.0,4,Laptop & Accessory,2,Divorced,6,No Complaint,14.0,2.0,3.0,3.0,180.62,Active,Loyal (12+ months),1
53342,0,21.0,Mobile Phone,Tier 3,9.0,E wallet,Female,3.0,4,Laptop & Accessory,2,Divorced,2,Complained,23.0,6.0,8.0,8.0,170.37,Active,Loyal (12+ months),3
53343,0,11.0,Computer,Tier 3,26.0,Credit Card,Male,3.0,4,Fashion,4,Single,3,Complained,14.0,1.0,2.0,10.0,201.42,Active,Mid (6-12 months),2
53344,0,24.0,Computer,Tier 1,9.0,Debit Card,Male,4.0,4,Grocery,5,Married,3,No Complaint,15.0,14.0,15.0,8.0,304.24,Active,Loyal (12+ months),0
53345,0,13.0,Mobile Phone,Tier 2,9.0,Debit Card,Female,3.0,5,Laptop & Accessory,2,Divorced,10,No Complaint,12.0,1.0,2.0,5.0,177.04,Active,Loyal (12+ months),1
53346,0,7.0,Phone,Tier 2,10.0,UPI,Male,3.0,4,Mobile Phone,4,Married,5,Complained,12.0,1.0,2.0,4.0,147.77,Active,Mid (6-12 months),2
53347,1,1.0,Mobile Phone,Tier 1,32.0,Debit Card,Male,3.0,4,Mobile Phone,2,Single,3,Complained,25.0,2.0,2.0,2.0,152.95,Churned,New (0-6 months),3
53348,0,3.0,Mobile Phone,Tier 1,14.0,Credit Card,Female,4.0,5,Mobile Phone,2,Married,8,No Complaint,15.0,2.0,2.0,4.0,150.32,Active,New (0-6 months),1
53349,0,18.0,Mobile Phone,Tier 1,16.0,Debit Card,Male,4.0,4,Mobile Phone,5,Divorced,3,Complained,14.0,3.0,8.0,2.0,150.59,Active,Loyal (12+ months),2
53350,0,2.0,Mobile Phone,Tier 3,12.0,Credit Card,Male,4.0,4,Laptop & Accessory,2,Single,3,No Complaint,15.0,2.0,2.0,3.0,174.08,Active,New (0-6 months),1
53351,1,21.0,Computer,Tier 1,9.0,Debit Card,Male,3.0,5,Mobile Phone,2,Married,11,Complained,15.0,1.0,2.0,1.0,148.8,Churned,Loyal (12+ months),3
53352,0,17.0,Mobile Phone,Tier 1,15.0,Debit Card,Female,3.0,4,Laptop & Accessory,4,Married,6,No Complaint,22.0,2.0,2.0,1.0,172.65,Active,Loyal (12+ months),0
53353,1,1.0,Phone,Tier 3,9.0,Credit Card,Female,3.0,5,Mobile Phone,3,Single,3,No Complaint,14.0,1.0,2.0,3.0,145.44,Churned,New (0-6 months),0
53354,1,1.0,Mobile Phone,Tier 1,25.0,UPI,Female,4.0,4,Mobile Phone,2,Single,3,No Complaint,20.0,2.0,2.0,1.0,151.93,Churned,New (0-6 months),1
53355,0,10.0,Mobile Phone,Tier 1,21.0,Debit Card,Male,4.0,4,Laptop & Accessory,2,Divorced,2,Complained,18.0,5.0,5.0,12.0,190.86,Active,Mid (6-12 months),3
53356,0,21.0,Mobile Phone,Tier 3,9.0,Debit Card,Female,4.0,5,Mobile Phone,2,Single,3,Complained,19.0,2.0,2.0,3.0,157.94,Active,Loyal (12+ months),3
53357,1,1.0,Mobile Phone,Tier 1,10.0,Debit Card,Female,3.0,4,Laptop & Accessory,3,Divorced,2,Complained,20.0,2.0,2.0,3.0,166.71,Churned,New (0-6 months),2
53358,1,5.0,Mobile Phone,Tier 1,9.0,Debit Card,Female,3.0,6,Mobile Phone,2,Married,6,Complained,14.0,1.0,2.0,1.0,152.78,Churned,New (0-6 months),3
53359,0,2.0,Phone,Tier 1,16.0,Credit Card,Female,4.0,4,Mobile Phone,3,Married,7,No Complaint,19.0,3.0,3.0,3.0,148.77,Active,New (0-6 months),0
53360,1,3.0,Phone,Tier 1,13.0,Credit Card,Male,4.0,4,Mobile Phone,5,Divorced,9,Complained,22.0,2.0,3.0,3.0,149.04,Churned,New (0-6 months),2
53361,0,1.0,Phone,Tier 1,11.0,Debit Card,Female,4.0,4,Mobile Phone,3,Single,3,No Complaint,20.0,2.0,2.0,1.0,148.18,Active,New (0-6 months),0
53362,0,8.0,Phone,Tier 1,17.0,Debit Card,Male,3.0,4,Mobile Phone,4,Married,3,No Complaint,15.0,2.0,2.0,1.0,145.08,Active,Mid (6-12 months),0
53363,0,16.0,Mobile Phone,Tier 3,21.0,Credit Card,Female,4.0,5,Laptop & Accessory,3,Single,9,No Complaint,18.0,1.0,2.0,4.0,187.44,Active,Loyal (12+ months),0
53364,0,7.0,Mobile Phone,Tier 1,7.0,UPI,Male,4.0,5,Mobile Phone,5,Single,5,Complained,12.0,1.0,2.0,3.0,152.99,Active,Mid (6-12 months),2
53365,0,31.0,Mobile Phone,Tier 1,12.0,Cash on Delivery,Female,3.0,5,Fashion,4,Married,4,Complained,14.0,2.0,2.0,3.0,230.52,Active,Loyal (12+ months),2
53366,0,5.0,Phone,Tier 3,14.0,Debit Card,Male,3.0,5,Mobile Phone,3,Divorced,5,No Complaint,16.0,4.0,6.0,3.0,148.29,Active,New (0-6 months),0
53367,0,9.0,Mobile Phone,Tier 1,28.0,Debit Card,Female,3.0,4,Laptop & Accessory,2,Divorced,3,Complained,26.0,1.0,2.0,8.0,165.14,Active,Mid (6-12 months),3
53368,0,23.0,Mobile Phone,Tier 1,15.0,UPI,Female,3.0,4,Fashion,4,Divorced,6,No Complaint,12.0,1.0,2.0,8.0,199.03,Active,Loyal (12+ months),0
53369,0,22.0,Phone,Tier 1,27.0,Credit Card,Male,3.0,4,Mobile Phone,3,Divorced,6,No Complaint,18.0,1.0,2.0,1.0,147.59,Active,Loyal (12+ months),0
53370,0,5.0,Computer,Tier 3,27.0,E wallet,Female,3.0,4,Laptop & Accessory,3,Divorced,3,No Complaint,14.0,2.0,2.0,1.0,194.32,Active,New (0-6 months),0
53371,0,10.0,Mobile Phone,Tier 1,14.0,UPI,Male,4.0,4,Mobile Phone,2,Single,4,No Complaint,19.0,1.0,2.0,2.0,171.78,Active,Mid (6-12 months),1
53372,0,12.0,Mobile Phone,Tier 1,7.0,Cash on Delivery,Female,4.0,4,Fashion,5,Divorced,3,No Complaint,14.0,4.0,6.0,12.0,260.82,Active,Mid (6-12 months),0
53373,0,6.0,Computer,Tier 1,7.0,Debit Card,Female,4.0,5,Mobile Phone,4,Divorced,8,No Complaint,21.0,2.0,2.0,3.0,148.32,Active,New (0-6 months),0
53374,1,1.0,Phone,Tier 3,26.0,E wallet,Male,3.0,5,Mobile Phone,4,Divorced,3,Complained,19.0,1.0,2.0,1.0,149.13,Churned,New (0-6 months),2
53375,0,14.0,Mobile Phone,Tier 3,17.0,E wallet,Male,4.0,5,Fashion,4,Married,4,No Complaint,13.0,2.0,2.0,3.0,222.05,Active,Loyal (12+ months),0
53376,0,1.0,Computer,Tier 3,7.0,Credit Card,Male,3.0,5,Laptop & Accessory,5,Single,3,No Complaint,13.0,2.0,2.0,8.0,167.94,Active,New (0-6 months),0
53377,0,15.0,Mobile Phone,Tier 1,13.0,Credit Card,Male,3.0,4,Mobile Phone,5,Single,4,Complained,14.0,2.0,3.0,18.0,172.21,Active,Loyal (12+ months),2
53378,0,10.0,Mobile Phone,Tier 1,9.0,Credit Card,Male,4.0,4,Mobile Phone,3,Single,6,No Complaint,22.0,3.0,4.0,10.0,150.19,Active,Mid (6-12 months),0
53379,1,1.0,Phone,Tier 3,28.0,UPI,Male,3.0,5,Mobile Phone,4,Single,3,Complained,14.0,1.0,2.0,1.0,146.21,Churned,New (0-6 months),2
53380,1,1.0,Mobile Phone,Tier 1,11.0,COD,Male,3.0,4,Mobile Phone,5,Single,3,No Complaint,20.0,2.0,2.0,1.0,154.73,Churned,New (0-6 months),0
53381,0,5.0,Mobile Phone,Tier 1,19.0,Credit Card,Female,3.0,4,Laptop & Accessory,2,Divorced,2,Complained,12.0,1.0,9.0,6.0,183.55,Active,New (0-6 months),3
53382,0,14.0,Computer,Tier 1,16.0,Credit Card,Male,3.0,4,Mobile Phone,4,Married,10,Complained,15.0,1.0,2.0,1.0,161.17,Active,Loyal (12+ months),2
53383,0,6.0,Mobile Phone,Tier 1,10.0,Credit Card,Female,4.0,4,Laptop & Accessory,5,Divorced,3,No Complaint,13.0,7.0,7.0,4.0,192.25,Active,New (0-6 months),0
53384,1,1.0,Mobile Phone,Tier 3,10.0,Debit Card,Male,3.0,5,Fashion,2,Divorced,3,Complained,12.0,4.0,4.0,3.0,228.25,Churned,New (0-6 months),3
53385,0,7.0,Mobile Phone,Tier 1,7.0,Debit Card,Female,3.0,5,Laptop & Accessory,2,Single,2,No Complaint,15.0,1.0,2.0,5.0,194.49,Active,Mid (6-12 months),1
53386,1,1.0,Mobile Phone,Tier 3,7.0,Debit Card,Male,3.0,5,Fashion,3,Divorced,7,No Complaint,12.0,2.0,12.0,3.0,231.09,Churned,New (0-6 months),0
53387,0,19.0,Computer,Tier 1,11.0,Debit Card,Male,3.0,4,Laptop & Accessory,4,Divorced,3,No Complaint,13.0,2.0,2.0,9.0,169.47,Active,Loyal (12+ months),0
53388,0,3.0,Computer,Tier 3,27.0,COD,Female,3.0,4,Mobile Phone,2,Divorced,3,No Complaint,16.0,1.0,2.0,3.0,146.57,Active,New (0-6 months),1
53389,0,9.0,Mobile Phone,Tier 3,25.0,Credit Card,Female,3.0,4,Laptop & Accessory,3,Divorced,3,No Complaint,17.0,2.0,2.0,1.0,171.01,Active,Mid (6-12 months),0
53390,0,26.0,Mobile Phone,Tier 1,7.0,Debit Card,Male,4.0,4,Grocery,2,Divorced,4,No Complaint,15.0,8.0,8.0,9.0,295.99,Active,Loyal (12+ months),1
53391,1,21.0,Mobile Phone,Tier 1,9.0,COD,Male,3.0,4,Mobile Phone,3,Single,6,No Complaint,25.0,2.0,2.0,1.0,149.79,Churned,Loyal (12+ months),0
53392,0,27.0,Mobile Phone,Tier 3,9.0,Credit Card,Male,3.0,4,Grocery,3,Married,8,No Complaint,14.0,1.0,16.0,3.0,273.52,Active,Loyal (12+ months),0
53393,0,4.0,Mobile Phone,Tier 3,15.0,UPI,Male,4.0,4,Fashion,3,Married,7,No Complaint,12.0,5.0,8.0,8.0,197.64,Active,New (0-6 months),0
53394,0,12.0,Computer,Tier 3,17.0,COD,Female,3.0,4,Laptop & Accessory,2,Single,3,Complained,14.0,1.0,2.0,4.0,181.66,Active,Mid (6-12 months),3
53395,0,9.0,Mobile Phone,Tier 3,10.0,Debit Card,Male,4.0,4,Fashion,2,Married,8,No Complaint,14.0,1.0,2.0,9.0,203.23,Active,Mid (6-12 months),1
53396,0,13.0,Mobile Phone,Tier 3,9.0,Debit Card,Male,3.0,2,Fashion,3,Single,2,No Complaint,19.0,2.0,2.0,8.0,203.8,Active,Loyal (12+ months),0
53397,1,4.0,Computer,Tier 3,31.0,Debit Card,Female,4.0,2,Grocery,4,Single,6,Complained,17.0,2.0,2.0,1.0,256.94,Churned,New (0-6 months),2
53398,0,21.0,Computer,Tier 1,23.0,Credit Card,Male,4.0,2,Laptop & Accessory,3,Married,3,Complained,20.0,1.0,3.0,8.0,175.67,Active,Loyal (12+ months),2
53399,0,10.0,Computer,Tier 3,15.0,COD,Male,3.0,4,Laptop & Accessory,2,Married,6,No Complaint,14.0,2.0,2.0,8.0,175.79,Active,Mid (6-12 months),1
53400,1,1.0,Computer,Tier 1,16.0,Credit Card,Male,3.0,5,Mobile Phone,5,Single,2,Complained,23.0,2.0,2.0,3.0,148.21,Churned,New (0-6 months),2
53401,0,7.0,Computer,Tier 3,24.0,Debit Card,Male,3.0,4,Grocery,3,Single,3,No Complaint,15.0,6.0,7.0,1.0,299.44,Active,Mid (6-12 months),0
53402,1,1.0,Phone,Tier 1,17.0,Debit Card,Female,4.0,5,Mobile Phone,5,Single,8,Complained,21.0,2.0,2.0,1.0,149.04,Churned,New (0-6 months),2
53403,0,7.0,Mobile Phone,Tier 1,20.0,Debit Card,Female,3.0,4,Mobile Phone,2,Single,5,No Complaint,19.0,2.0,2.0,3.0,159.52,Active,Mid (6-12 months),1
53404,0,19.0,Phone,Tier 1,7.0,Credit Card,Female,4.0,4,Mobile Phone,2,Married,5,No Complaint,15.0,1.0,2.0,3.0,147.7,Active,Loyal (12+ months),1
53405,0,24.0,Mobile Phone,Tier 1,7.0,Credit Card,Male,4.0,4,Grocery,2,Married,11,No Complaint,15.0,1.0,2.0,4.0,298.99,Active,Loyal (12+ months),1
53406,0,7.0,Computer,Tier 1,7.0,UPI,Female,3.0,2,Laptop & Accessory,4,Divorced,3,Complained,14.0,1.0,2.0,3.0,179.88,Active,Mid (6-12 months),2
53407,0,15.0,Computer,Tier 1,16.0,Credit Card,Male,4.0,4,Others,3,Married,4,No Complaint,15.0,2.0,2.0,12.0,319.19,Active,Loyal (12+ months),0
53408,0,1.0,Mobile Phone,Tier 1,23.0,COD,Female,3.0,4,Mobile Phone,4,Divorced,11,No Complaint,15.0,3.0,3.0,3.0,153.11,Active,New (0-6 months),0
53409,0,19.0,Computer,Tier 1,30.0,Debit Card,Male,3.0,4,Laptop & Accessory,5,Divorced,3,Complained,16.0,2.0,2.0,9.0,161.33,Active,Loyal (12+ months),2
53410,0,21.0,Mobile Phone,Tier 3,11.0,Debit Card,Female,3.0,4,Laptop & Accessory,2,Single,3,Complained,18.0,2.0,2.0,8.0,166.63,Active,Loyal (12+ months),3
53411,1,1.0,Phone,Tier 1,29.0,Debit Card,Female,3.0,4,Mobile Phone,3,Divorced,6,Complained,12.0,1.0,2.0,2.0,146.32,Churned,New (0-6 months),2
53412,0,24.0,Mobile Phone,Tier 1,31.0,Debit Card,Male,4.0,4,Grocery,3,Divorced,5,Complained,19.0,1.0,2.0,6.0,264.73,Active,Loyal (12+ months),2
53413,0,12.0,Computer,Tier 1,17.0,Credit Card,Male,4.0,4,Mobile Phone,3,Divorced,2,No Complaint,18.0,1.0,2.0,3.0,151.84,Active,Mid (6-12 months),0
53414,0,20.0,Mobile Phone,Tier 1,14.0,Credit Card,Male,4.0,4,Fashion,3,Married,8,No Complaint,14.0,1.0,2.0,8.0,233.45,Active,Loyal (12+ months),0
53415,0,1.0,Mobile Phone,Tier 1,24.0,Credit Card,Female,3.0,5,Laptop & Accessory,3,Married,3,No Complaint,16.0,3.0,4.0,3.0,168.77,Active,New (0-6 months),0
53416,1,1.0,Mobile Phone,Tier 1,21.0,UPI,Male,3.0,5,Mobile Phone,4,Married,3,Complained,25.0,2.0,2.0,3.0,162.43,Churned,New (0-6 months),2
53417,0,5.0,Computer,Tier 1,7.0,Debit Card,Female,4.0,4,Laptop & Accessory,5,Divorced,3,No Complaint,13.0,2.0,2.0,4.0,166.48,Active,New (0-6 months),0
53418,0,1.0,Computer,Tier 1,12.0,Debit Card,Male,4.0,4,Mobile,2,Single,3,No Complaint,16.0,2.0,2.0,1.0,135.51,Active,New (0-6 months),1
53419,0,28.0,Mobile Phone,Tier 1,24.0,Cash on Delivery,Female,3.0,4,Fashion,3,Divorced,10,No Complaint,12.0,2.0,2.0,9.0,232.39,Active,Loyal (12+ months),0
53420,0,9.0,Mobile Phone,Tier 1,32.0,Credit Card,Female,3.0,4,Fashion,3,Married,3,Complained,12.0,3.0,11.0,3.0,228.88,Active,Mid (6-12 months),2
53421,0,4.0,Mobile Phone,Tier 1,15.0,Debit Card,Female,4.0,2,Fashion,5,Divorced,2,Complained,13.0,1.0,2.0,8.0,239.16000000000005,Active,New (0-6 months),2
53422,1,1.0,Mobile Phone,Tier 1,18.0,Credit Card,Female,4.0,5,Mobile Phone,5,Single,3,Complained,16.0,1.0,2.0,1.0,151.0,Churned,New (0-6 months),2
53423,1,1.0,Computer,Tier 1,12.0,Credit Card,Female,3.0,4,Mobile Phone,4,Single,2,No Complaint,18.0,1.0,2.0,3.0,149.22,Churned,New (0-6 months),0
53424,0,1.0,Mobile Phone,Tier 1,9.0,Credit Card,Male,3.0,2,Laptop & Accessory,2,Divorced,3,No Complaint,13.0,2.0,2.0,4.0,179.72,Active,New (0-6 months),1
53425,0,1.0,Phone,Tier 1,15.0,Debit Card,Male,4.0,6,Mobile Phone,5,Divorced,3,No Complaint,16.0,2.0,2.0,2.0,149.51,Active,New (0-6 months),0
53426,0,22.0,Mobile Phone,Tier 1,13.0,Debit Card,Male,4.0,5,Laptop & Accessory,3,Single,4,No Complaint,14.0,1.0,3.0,3.0,167.4,Active,Loyal (12+ months),0
53427,0,22.0,Mobile Phone,Tier 1,11.0,Debit Card,Male,4.0,5,Fashion,3,Single,9,No Complaint,15.0,2.0,2.0,9.0,234.99,Active,Loyal (12+ months),0
53428,0,15.0,Mobile Phone,Tier 1,14.0,Credit Card,Female,3.0,4,Laptop & Accessory,3,Single,8,No Complaint,15.0,2.0,3.0,2.0,175.03,Active,Loyal (12+ months),0
53429,0,13.0,Mobile Phone,Tier 1,7.0,Debit Card,Female,4.0,5,Grocery,2,Divorced,3,No Complaint,17.0,1.0,2.0,9.0,252.42,Active,Loyal (12+ months),1
53430,0,1.0,Mobile Phone,Tier 1,9.0,Debit Card,Female,3.0,4,Laptop & Accessory,2,Divorced,2,No Complaint,19.0,1.0,3.0,3.0,167.27,Active,New (0-6 months),1
53431,0,9.0,Mobile Phone,Tier 1,17.0,UPI,Male,3.0,4,Mobile Phone,2,Married,3,No Complaint,21.0,2.0,2.0,3.0,164.17,Active,Mid (6-12 months),1
53432,0,16.0,Mobile Phone,Tier 3,12.0,E wallet,Male,3.0,4,Others,3,Divorced,8,No Complaint,15.0,1.0,2.0,1.0,308.03,Active,Loyal (12+ months),0
53433,0,24.0,Phone,Tier 1,16.0,Debit Card,Male,4.0,4,Mobile Phone,2,Divorced,6,No Complaint,19.0,2.0,2.0,1.0,148.8,Active,Loyal (12+ months),1
53434,0,31.0,Mobile Phone,Tier 1,9.0,Debit Card,Female,4.0,5,Grocery,2,Single,5,Complained,14.0,1.0,5.0,4.0,262.26,Active,Loyal (12+ months),3
53435,1,1.0,Mobile Phone,Tier 1,18.0,Credit Card,Female,4.0,6,Laptop & Accessory,4,Divorced,7,No Complaint,16.0,2.0,2.0,1.0,172.77,Churned,New (0-6 months),0
53436,0,29.0,Computer,Tier 1,25.0,Credit Card,Male,4.0,4,Laptop & Accessory,4,Divorced,5,Complained,15.0,7.0,7.0,8.0,188.85,Active,Loyal (12+ months),2
53437,0,15.0,Computer,Tier 1,14.0,Debit Card,Female,3.0,6,Others,3,Married,3,No Complaint,23.0,2.0,6.0,11.0,324.73,Active,Loyal (12+ months),0
53438,0,12.0,Mobile Phone,Tier 3,10.0,Debit Card,Male,3.0,4,Laptop & Accessory,2,Single,10,Complained,13.0,2.0,2.0,1.0,193.61,Active,Mid (6-12 months),3
53439,1,1.0,Computer,Tier 3,36.0,Credit Card,Male,4.0,6,Laptop & Accessory,5,Single,10,No Complaint,19.0,1.0,3.0,3.0,174.69,Churned,New (0-6 months),0
53440,1,16.0,Mobile Phone,Tier 3,9.0,E wallet,Female,3.0,6,Others,2,Divorced,3,No Complaint,16.0,6.0,7.0,10.0,323.45,Churned,Loyal (12+ months),1
53441,0,18.0,Mobile Phone,Tier 3,35.0,Credit Card,Female,3.0,2,Grocery,2,Divorced,5,Complained,19.0,2.0,2.0,12.0,258.2,Active,Loyal (12+ months),3
53442,0,24.0,Computer,Tier 3,7.0,Debit Card,Female,4.0,4,Laptop & Accessory,3,Divorced,2,No Complaint,13.0,2.0,2.0,14.0,188.47,Active,Loyal (12+ months),0
53443,1,1.0,Mobile Phone,Tier 1,23.0,Debit Card,Female,3.0,2,Mobile Phone,5,Single,3,No Complaint,17.0,16.0,16.0,15.0,152.43,Churned,New (0-6 months),0
53444,0,13.0,Computer,Tier 1,29.0,Credit Card,Female,3.0,4,Fashion,5,Single,3,Complained,14.0,2.0,2.0,9.0,233.8,Active,Loyal (12+ months),2
53445,0,7.0,Computer,Tier 3,15.0,Debit Card,Female,3.0,5,Mobile Phone,2,Single,2,No Complaint,20.0,3.0,3.0,3.0,148.42,Active,Mid (6-12 months),1
53446,0,19.0,Mobile Phone,Tier 3,18.0,Debit Card,Female,3.0,4,Grocery,2,Divorced,5,No Complaint,15.0,2.0,2.0,2.0,301.5,Active,Loyal (12+ months),1
53447,0,6.0,Computer,Tier 1,36.0,Credit Card,Female,4.0,4,Mobile Phone,3,Single,11,No Complaint,13.0,6.0,8.0,8.0,165.25,Active,New (0-6 months),0
53448,0,8.0,Mobile Phone,Tier 3,7.0,E wallet,Male,4.0,2,Laptop & Accessory,2,Married,2,No Complaint,12.0,2.0,2.0,3.0,222.25,Active,Mid (6-12 months),1
53449,0,31.0,Mobile Phone,Tier 3,7.0,Cash on Delivery,Male,4.0,4,Fashion,2,Divorced,5,Complained,15.0,1.0,2.0,5.0,244.04,Active,Loyal (12+ months),3
53450,0,19.0,Phone,Tier 2,31.0,Credit Card,Male,3.0,4,Mobile Phone,4,Single,3,No Complaint,17.0,1.0,2.0,5.0,146.77,Active,Loyal (12+ months),0
53451,0,27.0,Computer,Tier 3,9.0,E wallet,Female,3.0,5,Fashion,4,Divorced,4,No Complaint,13.0,1.0,7.0,13.0,200.25,Active,Loyal (12+ months),0
53452,1,1.0,Mobile Phone,Tier 1,22.0,UPI,Male,3.0,4,Laptop & Accessory,3,Married,9,No Complaint,15.0,1.0,2.0,1.0,173.34,Churned,New (0-6 months),0
53453,1,1.0,Computer,Tier 1,9.0,Debit Card,Male,3.0,4,Mobile Phone,5,Divorced,8,Complained,15.0,2.0,2.0,3.0,145.42,Churned,New (0-6 months),2
53454,0,8.0,Phone,Tier 3,17.0,Debit Card,Female,3.0,4,Mobile Phone,3,Divorced,3,Complained,20.0,1.0,2.0,1.0,147.2,Active,Mid (6-12 months),2
53455,0,2.0,Phone,Tier 3,17.0,Credit Card,Male,4.0,4,Mobile Phone,4,Divorced,3,No Complaint,23.0,2.0,2.0,1.0,135.52,Active,New (0-6 months),0
